instance,algorithm,seed,objv,lb
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_555,LBBD,7,877.0,431.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_333,LBBD,8,1594.0,789.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_777,LBBD,7,6399.0,1470.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_555,LBBD,7,899.0,376.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,LBBD,8,896.0,449.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_333,LBBD,10,329.0,251.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,LBBD,6,6399.0,1929.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,LBBD,10,6395.0,1701.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_333,LBBD,6,6399.0,2110.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,LBBD,10,1597.0,604.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_333,LBBD,9,6399.0,2324.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_333,LBBD,9,313.0,256.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_333,LBBD,7,814.0,554.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,LBBD,6,6393.0,2336.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_333,LBBD,7,355.0,255.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_777,LBBD,10,6399.0,1348.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_555,LBBD,8,1599.0,612.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,LBBD,8,6337.0,1754.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,LBBD,6,1600.0,709.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_777,LBBD,6,891.0,430.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,LBBD,9,1561.0,693.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_555,LBBD,10,399.0,203.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_555,LBBD,7,6395.0,1426.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,LBBD,6,1599.0,804.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_555,LBBD,8,6388.0,1672.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_777,LBBD,10,871.0,500.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_333,LBBD,8,356.0,249.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_333,LBBD,10,1595.0,841.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_555,LBBD,9,355.0,233.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,LBBD,9,1593.0,641.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_555,LBBD,6,1599.0,619.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_333,LBBD,7,1490.0,888.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_333,LBBD,9,318.0,271.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,LBBD,10,1598.0,715.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_777,LBBD,9,898.0,409.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_777,LBBD,10,1558.0,788.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_333,LBBD,8,6399.0,2276.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,LBBD,9,6396.0,2477.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_555,LBBD,10,255.0,255.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_333,LBBD,6,6398.0,2419.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_333,LBBD,8,306.0,267.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,LBBD,8,1445.0,833.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_555,LBBD,9,6395.0,1429.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,LBBD,10,6399.0,1824.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_333,LBBD,7,6399.0,2441.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,LBBD,10,309.0,256.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,LBBD,8,852.0,393.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_333,LBBD,9,900.0,543.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_777,LBBD,6,1540.0,695.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_333,LBBD,9,1585.0,885.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,LBBD,9,318.0,267.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_333,LBBD,8,1598.0,831.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_555,LBBD,10,775.0,427.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_777,LBBD,7,353.0,239.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_777,LBBD,9,1536.0,777.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_777,LBBD,7,6390.0,1710.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_777,LBBD,10,288.0,269.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_777,LBBD,6,858.0,492.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_333,LBBD,10,1594.0,812.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,LBBD,9,282.0,258.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_777,LBBD,7,874.0,499.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,LBBD,6,860.0,451.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,LBBD,6,1598.0,589.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_555,LBBD,9,785.0,427.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,LBBD,10,316.0,261.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_777,LBBD,10,899.0,437.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_555,LBBD,10,1599.0,565.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,LBBD,7,308.0,265.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_555,LBBD,9,6388.0,1818.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_333,LBBD,8,829.0,556.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,LBBD,7,1597.0,707.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_333,LBBD,10,6399.0,2246.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_777,LBBD,8,6398.0,2041.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_333,LBBD,6,314.0,250.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_777,LBBD,9,6399.0,1867.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,LBBD,10,890.0,519.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_333,LBBD,9,840.0,526.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_555,LBBD,9,1599.0,595.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,LBBD,7,896.0,469.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_777,LBBD,9,288.0,242.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_333,LBBD,7,898.0,533.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_333,LBBD,6,900.0,534.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_555,LBBD,6,1599.0,628.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_777,LBBD,9,873.0,494.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_555,LBBD,7,1597.0,643.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_555,LBBD,6,6395.0,1818.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_333,LBBD,10,319.0,276.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_777,LBBD,6,1557.0,784.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_777,LBBD,7,899.0,400.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_555,LBBD,8,399.0,206.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,LBBD,9,6395.0,1678.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,LBBD,10,859.0,451.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,LBBD,8,326.0,269.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,LBBD,6,896.0,404.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_777,LBBD,6,327.0,264.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,LBBD,9,888.0,462.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,LBBD,10,1509.0,814.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_555,LBBD,6,399.0,207.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_555,LBBD,8,6395.0,1419.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_555,LBBD,8,1582.0,689.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_555,LBBD,6,806.0,422.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_555,LBBD,7,399.0,201.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,LBBD,6,330.0,229.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,LBBD,7,6353.0,2346.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_333,LBBD,10,813.0,560.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,LBBD,10,6395.0,2373.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,LBBD,10,897.0,406.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_555,LBBD,10,899.0,394.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_777,LBBD,10,353.0,240.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_555,LBBD,6,899.0,381.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_333,LBBD,10,900.0,543.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,LBBD,10,259.0,226.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,LBBD,9,814.0,531.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_777,LBBD,6,6399.0,1496.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_777,LBBD,7,1591.0,764.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_777,LBBD,8,315.0,243.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_333,LBBD,6,1594.0,811.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,LBBD,7,1597.0,597.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,LBBD,7,6399.0,1816.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,LBBD,7,801.0,522.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,LBBD,7,891.0,401.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,LBBD,8,6395.0,1662.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,LBBD,9,1594.0,832.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_333,LBBD,9,6399.0,2349.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_777,LBBD,10,1600.0,662.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_333,LBBD,7,327.0,267.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,LBBD,6,898.0,532.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,LBBD,6,314.0,263.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_555,LBBD,8,891.0,428.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,LBBD,7,333.0,215.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,LBBD,8,6391.0,2275.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_333,LBBD,8,6399.0,2452.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_333,LBBD,9,1594.0,805.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,LBBD,8,1594.0,716.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_777,LBBD,6,6398.0,1994.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_333,LBBD,6,827.0,535.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_777,LBBD,8,899.0,419.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_555,LBBD,7,1599.0,613.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,LBBD,7,6375.0,1779.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,LBBD,9,6399.0,1763.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,LBBD,9,341.0,224.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_777,LBBD,9,1600.0,705.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,LBBD,8,290.0,247.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_555,LBBD,10,6395.0,1238.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_333,LBBD,6,1596.0,870.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,LBBD,7,1593.0,789.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_555,LBBD,7,359.0,236.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,LBBD,6,338.0,254.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_555,LBBD,8,899.0,379.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_555,LBBD,9,1599.0,650.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,LBBD,8,805.0,511.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,LBBD,6,6395.0,1652.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_555,LBBD,10,1599.0,647.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_777,LBBD,8,6399.0,1795.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_777,LBBD,10,6397.0,1959.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_555,LBBD,7,6380.0,1796.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_333,LBBD,7,6399.0,2377.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_333,LBBD,10,6391.0,2369.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_555,LBBD,10,6381.0,1959.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,7,346.0,0.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,4,344.0,0.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,9,348.0,0.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,8,344.0,0.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,5,346.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,6,803.0,0.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,4,806.0,0.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,5,808.0,0.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,4,345.0,0.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,7,345.0,0.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,9,1465.0,0.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,6,1465.0,0.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,6,1462.0,0.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,1,804.0,0.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,7,1469.0,0.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,8,1462.0,0.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,8,1467.0,0.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,4,1461.0,0.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,1,344.0,0.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,6,348.0,0.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,5,1466.0,0.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,6,347.0,0.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,3,810.0,0.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,3,6049.0,0.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,9,6055.0,0.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,8,6061.0,0.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,6,1464.0,0.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,10,1460.0,0.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,2,6034.0,0.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,10,6059.0,0.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,3,6046.0,0.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,1,806.0,0.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,10,804.0,0.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,2,1465.0,0.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,9,1469.0,0.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,8,806.0,0.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,9,6058.0,0.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,5,345.0,0.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,5,809.0,0.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,10,1469.0,0.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,7,808.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,5,806.0,0.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,6,6056.0,0.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,9,6045.0,0.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,6,6047.0,0.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,10,804.0,0.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,4,346.0,0.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,7,6048.0,0.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,8,6056.0,0.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,10,6058.0,0.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,4,805.0,0.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,6,6045.0,0.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,7,346.0,0.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,4,6052.0,0.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,9,341.0,0.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,8,6056.0,0.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,10,345.0,0.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,1,345.0,0.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,6,341.0,0.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,7,810.0,0.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,3,347.0,0.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,8,1464.0,0.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,5,346.0,0.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,7,1463.0,0.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,5,1462.0,0.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,8,344.0,0.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,9,809.0,0.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,3,345.0,0.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,3,346.0,0.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,2,345.0,0.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,2,1467.0,0.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,9,346.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,1,801.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,8,804.0,0.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,8,802.0,0.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,1,6059.0,0.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,3,1447.0,0.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,2,346.0,0.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,5,6058.0,0.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,10,345.0,0.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,2,806.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,3,809.0,0.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,7,1456.0,0.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,10,6051.0,0.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,9,805.0,0.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,3,1464.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,9,805.0,0.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,6,807.0,0.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,4,6057.0,0.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,2,6031.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,4,807.0,0.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,6,803.0,0.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,2,1462.0,0.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,2,6055.0,0.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,3,6051.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,2,798.0,0.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,1,347.0,0.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,2,346.0,0.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,4,1465.0,0.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,10,347.0,0.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,5,6042.0,0.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,1,6046.0,0.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,5,1467.0,0.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,3,806.0,0.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,3,1455.0,0.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,10,1465.0,0.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,1,1465.0,0.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,8,346.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,10,809.0,0.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,4,1463.0,0.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,5,6041.0,0.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,2,806.0,0.0
Large_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,1,1465.0,0.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,1,1465.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,7,808.0,0.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,4,6049.0,0.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,9,1463.0,0.0
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,1,6043.0,0.0
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,7,6060.0,0.0
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,7,6057.0,0.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_999,RS,5,337.0,0.0
Small_Moderate_Light_High_Moderate_Many_Early_VeryLate_999,RS,8,340.0,0.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_999,RS,10,339.0,0.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_999,RS,9,338.0,0.0
Small_Moderate_Light_High_Moderate_Few_Early_VeryLate_999,RS,8,339.0,0.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_999,RS,2,791.0,0.0
Medium_Moderate_Light_High_Moderate_Many_Early_VeryLate_999,RS,8,792.0,0.0
Small_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_999,RS,8,339.0,0.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_999,RS,4,790.0,0.0
Medium_Moderate_Light_High_Moderate_Few_Early_VeryLate_999,RS,7,789.0,0.0
Large_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_999,RS,3,1423.0,0.0
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_999,RS,8,1435.0,0.0
